event_id,machine_id,timestamp,temperature,pressure,vibration,cycle_time,parts_per_hour,machine_status,sensor_quality,plc_payload,quality,actual_failure
49449,M_004,2026-01-01 14:55:29,62.7,63.46,3.161,37.671,133.75,Running,80,0x00,BAD,False
150371,M_001,2026-01-02 21:35:00,81.19,112.22,3.416,,239.09,Running,79,0x00,GOOD,False
83063,M_013,2026-01-02 01:11:00,76.87,121.44,4.017,22.325,217.11,Running,87,0x00,GOOD,False
155205,M_050,2026-01-02 23:02:00,55.7,73.48,2.389,32.874,170.54,Running,84,0x00,GOOD,False
118858,M_003,2026-01-02 12:02:00,56.11,59.16,4.491,37.524,,Running,77,0x00,GOOD,False
167374,M_009,2026-01-03 02:44:00,46.73,57.9,2.25,15.7,238.41,Running,92,0x00,GOOD,False
86591,M_021,2026-01-02 02:15:00,72.95,117.61,3.728,20.14,169.94,Running,91,0x00,GOOD,False
9307,M_012,2026-01-01 02:50:00,51.52,58.75,2.512,16.508,278.31,Running,90,0x00,GOOD,False
48109,M_039,2026-01-01 14:35:00,,63.6,1.354,16.47,,Running,97,0x00,GOOD,False
66885,M_005,2026-01-01 20:17:00,69.48,72.6,5.07,31.588,175.61,Running,81,0x00,GOOD,False
108960,M_005,2026-01-02 09:02:00,68.61,73.54,3.784,32.63,180.31,Running,89,0x00,GOOD,False
129202,M_007,2026-01-02 15:10:00,75.97,86.55,3.788,23.609,201.16,Running,83,0x00,GOOD,False
148818,M_043,2026-01-02 21:06:00,71.74,,4.222,24.039,232.04,Running,85,0x00,GOOD,False
137114,M_054,2026-01-02 17:33:00,69.35,59.07,3.013,37.647,,Running,77,0x00,GOOD,False
109898,M_008,2026-01-02 09:15:50,77.2,73.63,4.662,27.121,191.34,Warning,68,0x00,GOOD,False
172279,M_019,2026-01-03 04:13:00,75.96,116.04,4.86,20.749,187.2,Running,79,0x00,GOOD,False
37213,M_033,2026-01-01 11:17:00,70.26,82.53,3.794,27.308,198.98,Running,83,0x00,GOOD,False
60254,M_029,2026-01-01 18:16:00,66.59,75.02,3.545,32.97,177.93,Running,86,0x00,GOOD,False
90312,M_002,2026-01-02 03:23:00,68.96,78.66,2.931,25.264,196.64,Running,87,0x00,GOOD,False
156666,M_026,2026-01-02 23:29:00,70.62,72.92,3.582,33.482,141.0,Running,78,0x00,BAD,False
146316,M_016,2026-01-02 20:21:00,69.81,73.28,4.305,33.32,153.68,Running,82,0x00,GOOD,False
37330,M_040,2026-01-01 11:19:00,83.07,,4.528,26.204,182.48,Failed,55,0x00,BAD,True
78790,M_030,2026-01-01 23:53:00,73.85,86.17,5.368,24.696,188.9,Running,81,0x00,GOOD,False
41557,M_032,2026-01-01 12:36:00,64.26,81.99,2.284,30.673,199.48,Running,89,0x00,GOOD,False
152945,M_045,2026-01-02 22:21:00,65.05,83.34,3.49,24.498,193.49,Running,88,0x00,GOOD,False
106367,M_052,2026-01-02 08:14:00,92.44,113.06,4.453,20.872,225.83,Failed,60,0x01,BAD,True
6363,M_038,2026-01-01 01:56:00,63.59,75.42,4.258,32.928,151.39,Running,78,0x00,GOOD,False
158555,M_045,2026-01-03 00:03:00,68.06,81.23,3.897,25.832,166.83,Running,82,0x00,GOOD,False
92877,M_037,2026-01-02 04:09:00,63.35,62.74,3.118,40.275,111.67,Running,80,0x00,GOOD,False
102081,M_001,2026-01-02 06:57:00,81.35,114.25,4.96,21.854,240.95,Running,85,0x00,GOOD,False
152997,M_042,2026-01-02 22:22:00,61.57,63.44,3.88,37.254,105.27,Running,82,0x00,GOOD,False
165182,M_017,2026-01-03 02:04:00,79.67,115.71,3.283,20.058,172.94,Running,90,0x00,GOOD,False
49915,M_030,2026-01-01 15:08:00,71.59,86.23,4.789,23.483,221.2,Running,83,0x00,GOOD,False
39937,M_007,2026-01-01 12:07:00,65.51,88.99,3.569,23.313,155.41,Running,87,0x00,GOOD,False
122513,M_028,2026-01-02 13:08:00,80.82,111.2,5.145,20.103,263.58,Running,78,0x00,GOOD,False
71138,M_023,2026-01-01 21:34:00,51.07,46.63,4.294,17.933,283.58,Failed,62,0x01,BAD,True
38366,M_031,2026-01-01 11:38:00,65.78,68.2,3.159,36.884,142.75,Running,86,0x00,GOOD,False
118153,M_013,2026-01-02 11:49:00,79.84,115.82,5.107,25.572,210.97,Running,79,0x00,BAD,False
167383,M_018,2026-01-03 02:44:00,72.37,111.01,4.561,23.301,197.59,Running,76,0x00,GOOD,False
45012,M_022,2026-01-01 13:39:00,80.91,116.26,3.569,24.27,,Running,80,0x00,GOOD,False
45992,M_012,2026-01-01 13:57:00,56.0,59.38,3.339,,291.56,Running,79,0x00,GOOD,False
25642,M_012,2026-01-01 07:47:00,55.05,61.75,2.772,17.397,291.4,Running,90,0x00,GOOD,False
10505,M_055,2026-01-01 03:11:00,47.24,54.04,2.561,15.208,279.69,Running,88,0x00,GOOD,False
120106,M_041,2026-01-02 12:24:00,56.67,67.99,1.919,38.128,99.21,Running,93,0x00,GOOD,False
73031,M_046,2026-01-01 22:08:00,57.39,54.95,2.813,18.547,255.23,Running,86,0x00,GOOD,False
139840,M_030,2026-01-02 18:23:00,77.04,84.53,5.694,25.412,185.7,Running,80,0x00,BAD,False
114980,M_030,2026-01-02 10:51:00,72.14,89.85,4.475,24.042,204.03,Running,81,0x00,BAD,False
164415,M_020,2026-01-03 01:50:00,77.1,112.59,3.814,20.692,196.47,Running,87,0x00,GOOD,False
125067,M_052,2026-01-02 13:54:00,95.4,108.38,3.951,21.886,232.54,Running,75,0x00,GOOD,False
13808,M_003,2026-01-01 04:12:00,52.92,65.9,2.346,35.851,136.11,Running,98,0x00,GOOD,False
127156,M_051,2026-01-02 14:32:00,89.4,110.16,4.713,21.587,224.04,Running,80,0x00,GOOD,False
120476,M_026,2026-01-02 12:31:00,67.39,72.31,2.638,33.085,170.2,Running,86,0x00,GOOD,False
89780,M_020,2026-01-02 03:13:00,80.69,108.45,4.364,21.316,213.19,Running,77,0x00,GOOD,False
174272,M_032,2026-01-03 04:49:00,53.11,80.92,1.658,29.779,149.94,Running,99,0x00,GOOD,False
78054,M_009,2026-01-01 23:40:00,53.59,60.26,3.027,17.138,267.39,Running,86,0x00,GOOD,False
49436,M_046,2026-01-01 14:59:00,62.82,54.28,3.555,17.734,262.75,Running,81,0x00,GOOD,False
80847,M_052,2026-01-02 00:30:00,94.12,116.11,4.322,20.154,208.0,Running,75,0x00,BAD,False
28276,M_006,2026-01-01 08:35:00,56.78,58.27,,18.451,274.05,Failed,61,0x03,BAD,True
17815,M_050,2026-01-01 05:19:17,67.24,70.0,3.737,34.573,169.09,Running,74,0x00,GOOD,False
117632,M_042,2026-01-02 11:39:00,64.36,65.02,3.193,37.187,139.82,Running,81,0x00,GOOD,False
43070,M_005,2026-01-01 13:04:00,,74.17,2.718,,193.56,Running,93,0x00,GOOD,False
148126,M_011,2026-01-02 20:54:00,50.65,53.65,2.511,21.536,254.4,Running,79,0x00,GOOD,False
76458,M_008,2026-01-01 23:11:00,76.36,76.59,3.186,26.784,197.8,Running,84,0x00,GOOD,False
132546,M_051,2026-01-02 16:10:00,96.08,105.55,5.248,22.174,215.6,Warning,74,0x00,GOOD,False
171344,M_019,2026-01-03 03:56:00,81.67,115.76,6.322,21.046,184.28,Running,71,0x00,GOOD,False
10122,M_002,2026-01-01 03:05:00,67.91,76.99,3.845,25.547,206.07,Running,83,0x00,GOOD,False
167893,M_033,2026-01-03 02:53:00,62.76,88.31,3.57,26.271,158.76,Running,83,0x00,GOOD,False
170596,M_041,2026-01-03 03:42:00,56.52,64.62,2.602,39.507,100.63,Running,88,0x00,GOOD,False
9551,M_036,2026-01-01 02:54:00,70.1,66.13,2.582,37.683,127.72,Running,83,0x00,BAD,False
104687,M_022,2026-01-02 07:44:00,80.51,119.07,4.336,23.684,228.7,Running,83,0x00,GOOD,False
29556,M_021,2026-01-01 08:58:00,84.4,104.64,5.304,22.46,236.63,Warning,79,0x00,GOOD,False
146360,M_005,2026-01-02 20:22:00,64.22,77.08,3.004,31.746,181.08,Running,93,0x00,GOOD,False
111378,M_003,2026-01-02 09:46:00,58.91,62.11,4.52,38.096,97.06,Running,84,0x00,GOOD,False
92139,M_014,2026-01-02 03:56:00,57.42,66.62,3.11,36.387,117.63,Running,92,0x00,GOOD,False
156473,M_053,2026-01-02 23:25:00,49.77,54.41,2.067,17.24,279.08,Running,81,0x00,GOOD,False
26280,M_045,2026-01-01 07:58:00,70.19,77.58,3.476,25.426,202.59,Running,76,0x00,GOOD,False
33279,M_004,2026-01-01 10:06:00,60.88,63.85,2.523,37.689,130.58,Running,85,0x00,GOOD,False
59236,M_001,2026-01-01 17:58:00,69.32,116.49,4.028,19.492,168.98,Running,85,0x00,GOOD,False
28863,M_043,2026-01-01 08:45:00,67.85,83.51,3.859,23.631,238.58,Running,83,0x00,GOOD,False
2484,M_009,2026-01-01 00:46:00,43.63,61.11,1.271,16.254,291.79,Running,97,0x00,GOOD,False
96100,M_015,2026-01-02 05:08:00,50.43,51.02,,18.465,258.92,Running,83,0x00,BAD,False
74961,M_051,2026-01-01 22:43:00,81.44,113.73,3.598,20.681,232.41,Running,80,0x00,GOOD,False
30986,M_021,2026-01-01 09:24:00,73.96,117.12,2.548,19.391,295.48,Running,91,0x00,GOOD,False
40843,M_033,2026-01-01 12:23:00,67.01,83.63,4.129,27.65,153.02,Running,79,0x02,GOOD,False
56366,M_046,2026-01-01 17:05:00,49.5,56.64,1.528,16.998,312.57,Running,95,0x00,GOOD,False
9558,M_043,2026-01-01 02:54:00,70.83,82.24,4.468,25.524,199.01,Running,78,0x00,GOOD,False
126541,M_041,2026-01-02 14:21:00,63.86,66.63,3.315,40.443,120.94,Running,81,0x00,GOOD,False
53175,M_045,2026-01-01 16:07:00,72.94,73.58,,27.432,183.92,Failed,57,0x01,BAD,True
16599,M_044,2026-01-01 05:02:00,48.53,59.95,1.745,19.315,262.46,Running,84,0x00,GOOD,False
131830,M_050,2026-01-02 15:57:00,,80.87,1.944,31.181,192.71,Running,88,0x00,GOOD,False
45651,M_001,2026-01-01 13:51:00,76.05,114.93,3.472,20.071,259.64,Running,80,0x00,GOOD,False
133265,M_055,2026-01-02 16:23:00,49.48,53.79,3.307,17.083,283.47,Running,88,0x00,GOOD,False
64782,M_047,2026-01-01 19:38:00,74.71,85.82,,28.354,163.54,Failed,59,0x01,GOOD,True
85222,M_027,2026-01-02 01:50:00,70.74,121.2,2.666,21.532,226.37,Running,92,0x00,GOOD,False
18345,M_030,2026-01-01 05:34:00,68.9,89.72,4.013,23.132,203.78,Running,90,0x00,GOOD,False
10329,M_044,2026-01-01 03:08:00,49.6,58.36,2.525,19.253,258.6,Running,84,0x00,GOOD,False
45600,M_005,2026-01-01 13:50:00,67.83,69.1,4.12,32.873,198.3,Running,80,0x00,GOOD,False
86492,M_032,2026-01-02 02:13:00,67.48,78.59,2.424,32.839,133.82,Running,82,0x00,GOOD,False
38290,M_010,2026-01-01 11:37:00,55.21,56.57,1.956,17.156,295.5,Running,90,0x00,GOOD,False
115220,M_050,2026-01-02 10:55:00,64.73,76.29,2.304,33.157,186.01,Running,82,0x00,GOOD,False
116775,M_010,2026-01-02 11:24:00,56.04,60.34,1.323,16.689,282.99,Running,85,0x00,GOOD,False
40780,M_025,2026-01-01 12:22:00,48.76,50.64,2.733,18.497,213.43,Running,82,0x00,BAD,False
177665,M_015,2026-01-03 05:51:00,41.45,55.03,1.849,15.733,236.6,Running,94,0x00,GOOD,False
31996,M_041,2026-01-01 09:42:00,65.5,63.56,2.611,,121.88,Running,77,0x00,GOOD,False
91789,M_049,2026-01-02 03:49:00,59.18,63.96,2.813,37.696,124.92,Running,85,0x00,GOOD,False
77814,M_044,2026-01-01 23:35:00,53.57,54.22,2.543,21.208,257.0,Running,77,0x00,GOOD,False
24949,M_034,2026-01-01 07:34:00,77.91,85.87,5.986,25.191,187.73,Warning,69,0x02,GOOD,False
141096,M_021,2026-01-02 18:46:00,81.62,108.85,5.011,23.422,210.61,Warning,72,0x00,GOOD,False
20626,M_001,2026-01-01 06:16:00,83.25,109.92,4.259,22.193,226.61,Running,77,0x00,GOOD,False
165847,M_022,2026-01-03 02:16:00,71.52,120.32,3.849,21.596,171.65,Running,83,0x00,BAD,False
97925,M_025,2026-01-02 05:41:00,49.55,52.5,1.971,17.678,257.35,Running,81,0x00,GOOD,False
86807,M_017,2026-01-02 02:19:00,83.36,117.18,4.747,21.498,172.46,Running,83,0x00,GOOD,False
148195,M_025,2026-01-02 20:55:00,50.01,51.9,2.709,18.483,256.76,Running,82,0x00,GOOD,False
173432,M_017,2026-01-03 04:34:00,77.01,118.89,3.862,17.853,196.86,Running,89,0x00,GOOD,False
126836,M_006,2026-01-02 14:27:00,55.43,57.93,4.233,,269.96,Failed,54,0x01,BAD,True
19612,M_032,2026-01-01 05:57:00,73.6,81.77,2.808,32.279,167.57,Running,81,0x00,GOOD,False
51132,M_037,2026-01-01 15:30:00,65.99,67.75,3.737,43.036,111.93,Running,77,0x00,GOOD,False
63301,M_051,2026-01-01 19:11:00,93.49,,4.982,21.526,235.01,Running,80,0x00,GOOD,False
22896,M_016,2026-01-01 06:57:00,69.91,74.36,4.461,32.212,176.03,Running,79,0x02,GOOD,False
30661,M_026,2026-01-01 09:18:00,74.52,74.86,4.295,33.389,175.62,Running,78,0x00,GOOD,False
48661,M_041,2026-01-01 14:45:00,64.2,66.97,1.788,38.852,130.22,Running,91,0x00,GOOD,False
94049,M_054,2026-01-02 04:30:00,71.45,62.85,3.542,37.767,123.91,Running,83,0x00,GOOD,False
81255,M_020,2026-01-02 00:38:00,77.56,112.98,3.564,19.75,245.01,Running,87,0x00,GOOD,False
87261,M_031,2026-01-02 02:27:00,58.23,68.46,2.977,36.968,124.43,Running,87,0x00,GOOD,False
124791,M_051,2026-01-02 13:49:00,94.88,112.69,4.797,21.977,237.12,Running,80,0x00,GOOD,False
143759,M_044,2026-01-02 19:34:00,47.74,57.55,2.167,19.119,273.07,Running,89,0x00,GOOD,False
143279,M_004,2026-01-02 19:26:00,64.08,64.26,2.559,37.875,118.22,Running,74,0x00,GOOD,False
37046,M_031,2026-01-01 11:14:00,67.33,66.59,4.158,36.998,132.31,Running,77,0x00,BAD,False
60667,M_002,2026-01-01 18:24:00,73.11,79.38,3.771,25.447,205.11,Running,78,0x00,BAD,False
28660,M_005,2026-01-01 08:42:00,68.55,72.56,4.163,33.318,164.45,Running,83,0x00,GOOD,False
63305,M_055,2026-01-01 19:11:00,50.15,56.47,2.444,17.167,300.69,Running,87,0x00,GOOD,False
22052,M_052,2026-01-01 06:41:00,91.9,118.26,,20.261,257.17,Running,76,0x00,GOOD,False
10588,M_028,2026-01-01 03:13:00,79.77,113.36,4.747,19.164,235.27,Running,82,0x00,GOOD,False
71559,M_004,2026-01-01 21:42:00,62.22,61.11,2.538,38.257,131.27,Running,79,0x00,GOOD,False
25204,M_014,2026-01-01 07:39:00,59.27,69.12,3.414,36.661,143.9,Running,86,0x00,GOOD,False
40326,M_011,2026-01-01 12:14:00,51.74,57.31,2.568,20.051,216.53,Running,82,0x00,GOOD,False
116945,M_015,2026-01-02 11:27:00,54.32,46.26,3.163,19.089,269.19,Running,80,0x00,GOOD,False
122903,M_033,2026-01-02 13:15:00,70.98,84.23,4.167,28.085,183.72,Running,76,0x00,BAD,False
60839,M_009,2026-01-01 18:27:00,50.09,52.72,1.801,17.421,,Running,87,0x00,GOOD,False
95949,M_029,2026-01-02 05:05:00,67.83,77.06,3.341,32.815,146.78,Running,83,0x00,GOOD,False
157875,M_025,2026-01-02 23:51:00,47.03,58.58,0.477,15.772,272.65,Running,88,0x00,GOOD,False
29344,M_029,2026-01-01 08:54:00,64.12,75.67,2.876,32.068,182.84,Running,88,0x00,BAD,False
80343,M_043,2026-01-02 00:21:00,68.97,79.8,4.907,23.928,197.92,Running,84,0x00,GOOD,False
12163,M_008,2026-01-01 03:42:00,65.93,84.59,2.271,23.549,218.53,Running,93,0x00,GOOD,False
86894,M_049,2026-01-02 02:20:00,53.42,61.17,2.668,38.919,91.26,Running,88,0x00,BAD,False
45902,M_032,2026-01-01 13:55:00,70.9,77.75,2.758,31.747,180.29,Running,84,0x00,GOOD,False
34240,M_030,2026-01-01 10:23:00,73.09,85.51,5.202,24.459,215.31,Failed,70,0x01,GOOD,True
4787,M_002,2026-01-01 01:28:00,63.19,84.36,2.487,23.666,207.65,Running,95,0x00,GOOD,False
29606,M_016,2026-01-01 08:59:00,69.68,66.99,5.187,34.336,160.2,Failed,50,0x00,GOOD,True
38424,M_034,2026-01-01 11:39:00,73.48,89.83,4.921,25.249,207.16,Running,77,0x00,GOOD,False
30767,M_022,2026-01-01 09:20:00,84.86,115.08,3.789,23.23,230.69,Running,74,0x00,GOOD,False
37259,M_024,2026-01-01 11:18:00,85.7,106.0,5.732,21.811,,Failed,49,0x00,BAD,True
78640,M_045,2026-01-01 23:50:00,69.5,80.04,2.989,25.077,200.84,Running,86,0x00,GOOD,False
27505,M_005,2026-01-01 08:21:00,70.33,71.71,5.416,32.772,162.87,Running,84,0x00,GOOD,False
78810,M_050,2026-01-01 23:53:00,57.64,81.25,2.508,32.716,173.98,Running,86,0x00,GOOD,False
3447,M_037,2026-01-01 01:03:00,62.44,68.87,3.005,39.919,112.76,Running,78,0x00,GOOD,False
171647,M_047,2026-01-03 04:01:00,68.06,87.68,2.993,26.896,155.19,Running,80,0x00,GOOD,False
39298,M_028,2026-01-01 11:55:00,81.02,114.18,4.995,20.604,263.8,Running,79,0x00,GOOD,False
150408,M_038,2026-01-02 21:35:00,57.17,72.99,2.711,31.095,178.9,Running,93,0x00,GOOD,False
97996,M_041,2026-01-02 05:37:06,57.71,65.56,1.853,36.968,,Running,95,0x00,GOOD,False
134966,M_051,2026-01-02 16:54:00,90.44,108.21,3.623,20.942,229.93,Running,74,0x00,BAD,False
107142,M_002,2026-01-02 08:29:00,66.8,77.98,2.676,23.685,221.59,Running,89,0x00,GOOD,False
124836,M_041,2026-01-02 13:50:00,,62.23,3.606,41.829,134.73,Running,73,0x00,GOOD,False
120313,M_028,2026-01-02 12:28:00,70.82,113.96,4.365,19.681,189.97,Running,91,0x00,GOOD,False
56776,M_016,2026-01-01 17:13:00,68.94,72.85,,32.864,182.29,Running,86,0x00,GOOD,False
120314,M_029,2026-01-02 12:28:00,54.82,77.74,2.463,,121.32,Running,88,0x00,GOOD,False
156786,M_036,2026-01-02 23:31:00,69.41,67.08,1.837,37.854,121.17,Running,81,0x00,BAD,False
75023,M_003,2026-01-01 22:45:00,58.4,67.29,3.948,37.296,131.49,Running,83,0x00,GOOD,False
122357,M_037,2026-01-02 13:05:00,64.75,,3.192,39.086,127.7,Running,91,0x00,GOOD,False
110830,M_005,2026-01-02 09:36:00,,71.46,4.505,33.186,181.11,Running,79,0x00,GOOD,False
126882,M_052,2026-01-02 14:27:00,91.64,113.81,3.618,20.606,244.16,Running,78,0x00,GOOD,False
104109,M_049,2026-01-02 07:33:00,64.78,55.2,3.162,39.713,126.8,Running,81,0x00,GOOD,False
60206,M_036,2026-01-01 18:15:00,72.78,61.22,2.579,37.829,138.0,Running,77,0x00,GOOD,False
57604,M_019,2026-01-01 17:28:00,,112.68,4.863,19.804,258.26,Running,87,0x00,GOOD,False
13376,M_011,2026-01-01 04:04:00,43.94,61.11,1.726,16.557,268.01,Running,89,0x00,GOOD,False
65396,M_001,2026-01-01 19:50:00,81.05,116.67,3.397,20.518,263.12,Running,86,0x00,GOOD,False
81606,M_041,2026-01-02 00:44:00,66.98,61.4,2.986,41.605,101.22,Running,78,0x00,GOOD,False
105031,M_036,2026-01-02 07:50:00,73.67,67.77,2.094,36.499,138.33,Running,78,0x00,GOOD,False
9406,M_001,2026-01-01 02:52:00,74.54,119.48,2.763,18.673,257.45,Running,97,0x00,GOOD,False
43348,M_008,2026-01-01 13:09:00,71.6,77.52,3.699,25.122,217.97,Running,78,0x00,GOOD,False
101276,M_021,2026-01-02 06:42:00,79.23,113.68,4.676,22.15,227.55,Running,85,0x00,GOOD,False
33983,M_048,2026-01-01 10:18:00,83.83,111.08,5.404,23.42,234.94,Running,77,0x04,GOOD,False
158559,M_049,2026-01-03 00:03:00,52.6,66.92,2.293,,118.16,Running,88,0x00,GOOD,False
100473,M_043,2026-01-02 06:27:00,73.72,79.31,6.174,,201.61,Running,79,0x00,GOOD,False
51002,M_017,2026-01-01 15:28:00,78.7,119.95,3.715,19.084,285.34,Running,95,0x00,GOOD,False
96907,M_052,2026-01-02 05:22:00,89.29,119.23,4.179,19.853,234.04,Running,85,0x00,GOOD,False
118379,M_019,2026-01-02 11:53:00,81.14,117.91,4.535,19.837,240.25,Running,76,0x00,BAD,False
93293,M_013,2026-01-02 04:17:00,78.21,114.03,4.815,23.824,213.94,Running,80,0x00,GOOD,False
61777,M_012,2026-01-01 18:44:00,55.38,58.67,2.66,17.073,295.85,Running,86,0x00,GOOD,False
170824,M_049,2026-01-03 03:46:00,53.51,64.64,,35.696,121.23,Running,86,0x00,GOOD,False
116007,M_012,2026-01-02 11:10:00,53.49,56.27,3.656,17.561,282.31,Running,82,0x00,BAD,False
102551,M_031,2026-01-02 07:05:00,64.31,71.03,3.623,37.331,141.15,Running,77,0x00,GOOD,False
62148,M_053,2026-01-01 18:50:00,50.18,56.38,1.93,17.108,297.89,Running,85,0x00,GOOD,False
119704,M_024,2026-01-02 12:17:00,74.3,114.73,3.732,19.733,179.35,Running,87,0x00,GOOD,False
11943,M_008,2026-01-01 03:38:00,66.13,82.8,2.505,25.479,207.34,Running,81,0x00,GOOD,False
132285,M_010,2026-01-02 16:06:00,52.58,56.63,1.419,16.408,305.72,Running,91,0x00,GOOD,False
45830,M_015,2026-01-01 13:54:00,52.4,46.63,2.675,19.319,283.05,Running,87,0x00,GOOD,False
60609,M_054,2026-01-01 18:22:00,72.19,60.31,3.004,38.905,137.25,Failed,68,0x00,BAD,True
39430,M_050,2026-01-01 12:00:02,57.1,82.55,1.382,31.485,208.65,Running,98,0x00,GOOD,False
85169,M_029,2026-01-02 01:49:00,65.7,74.15,3.166,33.799,154.89,Running,85,0x00,GOOD,False
48924,M_029,2026-01-01 14:50:00,67.01,74.64,3.255,33.876,167.39,Running,81,0x00,GOOD,False
134108,M_018,2026-01-02 16:39:00,75.9,115.76,4.335,22.896,237.77,Running,86,0x00,GOOD,False
139175,M_025,2026-01-02 18:11:00,53.45,50.2,2.889,18.752,255.5,Running,76,0x00,GOOD,False
63087,M_002,2026-01-01 19:08:00,66.41,81.45,2.533,24.9,221.44,Running,85,0x00,GOOD,False
75566,M_051,2026-01-01 22:54:00,84.0,114.95,,20.311,242.39,Running,88,0x00,GOOD,False
152831,M_041,2026-01-02 22:19:00,62.1,65.48,3.293,40.553,109.9,Running,78,0x00,GOOD,False
167070,M_035,2026-01-03 02:38:00,63.74,75.03,4.801,33.044,132.07,Running,82,0x00,GOOD,False
35951,M_036,2026-01-01 10:54:00,71.2,62.81,3.076,36.793,140.82,Running,87,0x00,GOOD,False
66523,M_028,2026-01-01 20:10:00,84.36,107.83,6.394,21.195,233.9,Failed,53,0x00,BAD,True
108463,M_003,2026-01-02 08:53:00,67.13,,4.041,37.694,135.46,Running,87,0x00,GOOD,False
95524,M_044,2026-01-02 04:57:00,48.46,57.95,2.56,19.487,254.45,Running,80,0x00,GOOD,False
158925,M_030,2026-01-03 00:10:00,69.25,89.29,3.697,24.957,177.93,Running,84,0x00,GOOD,False
27788,M_013,2026-01-01 08:26:00,78.85,117.51,4.465,23.157,258.58,Running,89,0x00,GOOD,False
10888,M_053,2026-01-01 03:18:00,52.17,52.4,2.99,19.015,272.03,Running,82,0x00,GOOD,False
171457,M_022,2026-01-03 03:58:00,76.48,115.22,4.136,23.113,197.03,Running,79,0x02,GOOD,False
36773,M_033,2026-01-01 11:09:00,72.18,83.06,5.228,26.729,186.78,Running,74,0x00,GOOD,False
35574,M_044,2026-01-01 10:47:00,51.98,,3.291,21.3,269.17,Running,82,0x00,GOOD,False
126447,M_002,2026-01-02 14:20:00,70.36,,4.06,26.226,177.85,Failed,53,0x01,BAD,True
79634,M_049,2026-01-02 00:08:00,58.53,,2.573,37.572,125.64,Running,85,0x00,GOOD,False
91695,M_010,2026-01-02 03:48:00,46.92,58.82,1.429,15.661,283.61,Running,97,0x00,GOOD,False
154166,M_001,2026-01-02 22:44:00,78.99,112.66,4.304,22.185,215.32,Running,81,0x00,GOOD,False
32896,M_006,2026-01-01 09:59:00,48.77,,3.146,17.042,221.24,Running,81,0x00,GOOD,False
176625,M_020,2026-01-03 05:32:00,76.01,106.7,6.0,23.77,190.44,Warning,70,0x00,GOOD,False
114144,M_019,2026-01-02 10:36:00,82.55,117.69,4.568,20.469,245.94,Running,86,0x00,GOOD,False
